Requirement ID,Phase,Requirement,Control IDs,Threat IDs,Planned verification,Expected evidence,Owner,Status,Evidence link / notes
IAM-041,PHASE-01_IDENTITY_ACCESS_TENANCY,Credential creation requires step-up and audit.,IAM-01; IAM-02; IAM-03; IAM-04; IAM-05; IAM-06,THR-005; THR-006; THR-007; THR-008; THR-023; THR-037; THR-038; THR-039,Authentication/session tests and full tenant/object/action/field authorization matrix,auth-report; authorization-matrix; audit-events,Identity owner,Planned,
IAM-042,PHASE-01_IDENTITY_ACCESS_TENANCY,Rotation supports an overlap window and explicit old-key revocation.,IAM-01; IAM-02; IAM-03; IAM-04; IAM-05; IAM-06,THR-005; THR-006; THR-007; THR-008; THR-023; THR-037; THR-038; THR-039,Authentication/session tests and full tenant/object/action/field authorization matrix,auth-report; authorization-matrix; audit-events,Identity owner,Planned,
IAM-043,PHASE-01_IDENTITY_ACCESS_TENANCY,Credential cannot be recovered after creation; only replaced.,IAM-01; IAM-02; IAM-03; IAM-04; IAM-05; IAM-06,THR-005; THR-006; THR-007; THR-008; THR-023; THR-037; THR-038; THR-039,Authentication/session tests and full tenant/object/action/field authorization matrix,auth-report; authorization-matrix; audit-events,Identity owner,Planned,
IAM-044,PHASE-01_IDENTITY_ACCESS_TENANCY,Rate limits and anomaly signals are scoped per credential and tenant.,IAM-01; IAM-02; IAM-03; IAM-04; IAM-05; IAM-06,THR-005; THR-006; THR-007; THR-008; THR-023; THR-037; THR-038; THR-039,Authentication/session tests and full tenant/object/action/field authorization matrix,auth-report; authorization-matrix; audit-events,Identity owner,Planned,
ITR-001,PHASE-06_INTERNAL_TRANSFERS,Resolve recipient through a non-enumerable alias flow or explicit wallet identifier.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-002,PHASE-06_INTERNAL_TRANSFERS,"Return minimal confirmation data sufficient to prevent misdirection, with masking.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-003,PHASE-06_INTERNAL_TRANSFERS,Recipient may not be source wallet.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-004,PHASE-06_INTERNAL_TRANSFERS,Currency and wallet eligibility must match.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-005,PHASE-06_INTERNAL_TRANSFERS,Alias changes and stale recipient confirmation are handled through a short-lived recipient token or server revalidation.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-010,PHASE-06_INTERNAL_TRANSFERS,"Require idempotency key, source wallet, recipient token/reference, amount, currency, optional customer-safe narration, and confirmation context.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-011,PHASE-06_INTERNAL_TRANSFERS,"Reject zero, negative, malformed, unsupported, or above-policy amount.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-012,PHASE-06_INTERNAL_TRANSFERS,Normalize narration and prevent sensitive/security-control data or active content.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-013,PHASE-06_INTERNAL_TRANSFERS,Step-up or confirmation is required according to risk and amount.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-014,PHASE-06_INTERNAL_TRANSFERS,"Authorization, recipient revalidation, risk/limit reservation, balance/hold, journal, transfer status, audit, notification outbox, and idempotent response commit coherently.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-015,PHASE-06_INTERNAL_TRANSFERS,Completion references exactly one accounting journal.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-020,PHASE-06_INTERNAL_TRANSFERS,Reviewable transfer reserves funds or does not reserve according to policy; behaviour is explicit and customer-visible.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-021,PHASE-06_INTERNAL_TRANSFERS,"Approval rechecks source restriction, available hold, recipient status, and policy constraints.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-022,PHASE-06_INTERNAL_TRANSFERS,Review expiry releases reservations exactly once.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-023,PHASE-06_INTERNAL_TRANSFERS,Reviewer cannot redirect recipient or change amount.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-030,PHASE-06_INTERNAL_TRANSFERS,"Ordinary customer cancellation is allowed only before durable posting, if such a state exists.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-031,PHASE-06_INTERNAL_TRANSFERS,"Completed transfer reversal is a privileged compensating workflow, not row status editing.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-032,PHASE-06_INTERNAL_TRANSFERS,"Reversal requires reason, eligibility, recipient balance/negative policy, approval, and audit.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-033,PHASE-06_INTERNAL_TRANSFERS,"If recipient funds are unavailable, create case/resolution path rather than silently forcing negative balance.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-034,PHASE-06_INTERNAL_TRANSFERS,Customer dispute creates a case linked to transaction; it does not automatically reverse money.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-040,PHASE-06_INTERNAL_TRANSFERS,Every transfer exposes a safe customer timeline and a detailed workforce timeline.,FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-041,PHASE-06_INTERNAL_TRANSFERS,"Timeline derives from durable events/audit records and financial references, not ephemeral logs.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
ITR-042,PHASE-06_INTERNAL_TRANSFERS,"Workforce timeline links risk decision, hold, journal, notifications, approvals, and reversal.",FIN-02; FIN-04; FIN-05; FIN-06; APP-01,THR-002; THR-003; THR-024; THR-029; THR-036; THR-054; THR-059,"End-to-end model, idempotency race, commit-loss, ledger/hold/outbox and browser tests",transfer-trace; journal-evidence; e2e-report,Payments owner,Planned,
KYC-001,PHASE-02_CUSTOMER_KYC_PRIVACY,KYC provider is a simulator with deterministic scenario IDs.,DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-002,PHASE-02_CUSTOMER_KYC_PRIVACY,"Store provider reference, submitted field hashes, decision, reason codes, assurance level, timestamps, and minimal evidence metadata.",DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-003,PHASE-02_CUSTOMER_KYC_PRIVACY,Do not store real document images or biometric templates.,DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-004,PHASE-02_CUSTOMER_KYC_PRIVACY,"KYC tier controls permitted currencies, balance ceilings, transfer limits, beneficiary capability, and merchant access.",DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-005,PHASE-02_CUSTOMER_KYC_PRIVACY,"Provider callback is signed, replay checked, and matched to customer and case.",DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-006,PHASE-02_CUSTOMER_KYC_PRIVACY,"Manual review records factors, evidence references, reviewer, reason, and decision.",DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-007,PHASE-02_CUSTOMER_KYC_PRIVACY,KYC expiry or downgrade triggers explicit account and risk effects; it does not silently delete balances.,DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
KYC-008,PHASE-02_CUSTOMER_KYC_PRIVACY,Duplicate identity/reference scenarios create a review case rather than automatic merge.,DAT-01; DAT-02; DAT-05; APP-04; APP-05,THR-012; THR-021; THR-022; THR-043,"Signed callback/replay, duplicate identity, lifecycle, tier, and manual-review tests",kyc-simulator-report; case-evidence,Privacy/Risk owner,Planned,
LED-001,PHASE-03_LEDGER_CORE,Create accounts only through approved account templates.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-002,PHASE-03_LEDGER_CORE,"Account class, currency, normal side, owner, and negative-balance policy become immutable after first posting.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-003,PHASE-03_LEDGER_CORE,Frozen accounts reject new postings except specifically authorized correction templates.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-004,PHASE-03_LEDGER_CORE,Closing requires zero balance and no active dependencies; closed accounts remain queryable.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-010,PHASE-03_LEDGER_CORE,"Posting request includes journal type, business reference, entries, actor, correlation, effective time, and idempotency context.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-011,PHASE-03_LEDGER_CORE,Every journal has at least two positive postings.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-012,PHASE-03_LEDGER_CORE,Debits equal credits per currency.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-013,PHASE-03_LEDGER_CORE,Posting currency equals account currency.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-014,PHASE-03_LEDGER_CORE,Posted journals and postings are immutable to application roles.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-015,PHASE-03_LEDGER_CORE,Journal and balance projection commit atomically.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-016,PHASE-03_LEDGER_CORE,Business reference and template rules prevent duplicate economic effects.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-017,PHASE-03_LEDGER_CORE,Arbitrary callers cannot provide unrestricted account IDs and posting sides; application modules use typed templates.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-018,PHASE-03_LEDGER_CORE,"Metadata is allowlisted, size-limited, and free of sensitive data.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-020,PHASE-03_LEDGER_CORE,Reversal creates a new journal with inverted postings and link to original.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-021,PHASE-03_LEDGER_CORE,A journal can be fully reversed at most once unless a documented partial-adjustment template applies.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-022,PHASE-03_LEDGER_CORE,"Reversal validates period state, actor permission, approval, and current business lifecycle.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-023,PHASE-03_LEDGER_CORE,"Closed-period corrections use a current-period adjustment with original effective-date reference, never row mutation.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-030,PHASE-03_LEDGER_CORE,`account_balances` updates in the posting transaction.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-031,PHASE-03_LEDGER_CORE,Projection includes last applied sequence/version.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-032,PHASE-03_LEDGER_CORE,Rebuild job independently derives balances from postings.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-033,PHASE-03_LEDGER_CORE,Any unexplained variance creates a critical incident and blocks affected money movement according to runbook.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-034,PHASE-03_LEDGER_CORE,"Verification report is checksummed, signed, and stored immutably.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-040,PHASE-03_LEDGER_CORE,Define accounting periods by tenant/book and currency policy.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-041,PHASE-03_LEDGER_CORE,Soft close blocks ordinary backdated posting and reports pending dependencies.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-042,PHASE-03_LEDGER_CORE,Hard close requires maker-checker and signed trial balance evidence.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-043,PHASE-03_LEDGER_CORE,"Reopen is exceptional, approved, reasoned, alerted, and audited.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-050,PHASE-03_LEDGER_CORE,One journal never relies on cross-currency debit-credit equality.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-051,PHASE-03_LEDGER_CORE,FX operation contains a quote and linked per-currency journals.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-052,PHASE-03_LEDGER_CORE,Rounding differences post explicitly.,FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LED-053,PHASE-03_LEDGER_CORE,"Exchange-rate values use decimal/rational representation with defined precision, never binary float.",FIN-01; FIN-02; FIN-03; FIN-04; FIN-07; FIN-08,THR-001; THR-002; THR-014; THR-018; THR-040; THR-051; THR-052; THR-053; THR-054,"Property/model/mutation tests, DB role tests, concurrency/failpoints, independent rebuild",ledger-verification; trial-balance; mutation-report; traces,Ledger owner,Planned,
LIM-001,PHASE-05_RISK_POLICY_AND_LIMITS,"Limits support amount and count, scoped by customer, wallet, merchant, beneficiary, credential, and transaction type.",FIN-05; APP-03; OPS-02,THR-021; THR-033; THR-036,"Boundary, rolling-window, concurrency, split-transaction and policy-version tests",risk-limit-report,Risk owner,Planned,
LIM-002,PHASE-05_RISK_POLICY_AND_LIMITS,Windows have explicit timezone and boundary semantics; default is UTC rolling windows unless product requirement says otherwise.,FIN-05; APP-03; OPS-02,THR-021; THR-033; THR-036,"Boundary, rolling-window, concurrency, split-transaction and policy-version tests",risk-limit-report,Risk owner,Planned,
LIM-003,PHASE-05_RISK_POLICY_AND_LIMITS,Accepted/reserved/completed/failed/reversed states define whether and when they consume or release limit capacity.,FIN-05; APP-03; OPS-02,THR-021; THR-033; THR-036,"Boundary, rolling-window, concurrency, split-transaction and policy-version tests",risk-limit-report,Risk owner,Planned,
LIM-004,PHASE-05_RISK_POLICY_AND_LIMITS,Concurrent commands cannot both pass a limit that only one should satisfy.,FIN-05; APP-03; OPS-02,THR-021; THR-033; THR-036,"Boundary, rolling-window, concurrency, split-transaction and policy-version tests",risk-limit-report,Risk owner,Planned,
LIM-005,PHASE-05_RISK_POLICY_AND_LIMITS,Counter projections are rebuildable from source transactions.,FIN-05; APP-03; OPS-02,THR-021; THR-033; THR-036,"Boundary, rolling-window, concurrency, split-transaction and policy-version tests",risk-limit-report,Risk owner,Planned,
LIM-006,PHASE-05_RISK_POLICY_AND_LIMITS,Policy changes do not retroactively change historical decisions.,FIN-05; APP-03; OPS-02,THR-021; THR-033; THR-036,"Boundary, rolling-window, concurrency, split-transaction and policy-version tests",risk-limit-report,Risk owner,Planned,
MER-001,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Credentials are tenant/environment/scoped and named.,IAM-04; IAM-05; APP-01; APP-03; OPS-03,THR-023; THR-024; THR-036; THR-047,"Merchant tenant/credential/role, API contract and dashboard correctness tests",merchant-auth-report; api-conformance,Merchant owner,Planned,
MER-002,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Secret is shown once and is rotatable with overlap.,IAM-04; IAM-05; APP-01; APP-03; OPS-03,THR-023; THR-024; THR-036; THR-047,"Merchant tenant/credential/role, API contract and dashboard correctness tests",merchant-auth-report; api-conformance,Merchant owner,Planned,
MER-003,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Request authentication uses OAuth client credentials or a documented HMAC/asymmetric signing profile.,IAM-04; IAM-05; APP-01; APP-03; OPS-03,THR-023; THR-024; THR-036; THR-047,"Merchant tenant/credential/role, API contract and dashboard correctness tests",merchant-auth-report; api-conformance,Merchant owner,Planned,
MER-004,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,"Signed requests include key ID, timestamp, nonce/request ID, method, canonical target, body digest, and signature.",IAM-04; IAM-05; APP-01; APP-03; OPS-03,THR-023; THR-024; THR-036; THR-047,"Merchant tenant/credential/role, API contract and dashboard correctness tests",merchant-auth-report; api-conformance,Merchant owner,Planned,
